uuid,year,type,collection,title,handle_url,pdf_count,pdf_names,pdf_mb,pdf_urls,non_pdf_count,has_text_bundle
2a0edc0b-7a02-45a9-a14a-5e54ddd11351,2019,conferenceObject,1.1 Eventos institucionales,Gestión de la información. Avances y mejoras del repositorio digital y proyección a DSpace CRIS,https://hdl.handle.net/20.500.12390/437,1,7_presentación UCSP - PUNO.pdf,1.3,https://repositorio.concytec.gob.pe/server/api/core/bitstreams/77ec413e-1c50-7dae-a35c-829ec4ce8738/content,0,True
4a55d910-23a7-423b-b715-15990937fdac,2015,report,1.1 Eventos institucionales,"Programa Nacional transversal de Ciencia, Tecnología e Innovación Tecnológica de Valoración de la Biodiversidad 2015-2021",https://hdl.handle.net/20.500.12390/92,1,CONCYTEC0000067.pdf,7.0,https://repositorio.concytec.gob.pe/server/api/core/bitstreams/762c3f88-5cf2-c5c7-0950-8626870cd8c6/content,0,True
f6cd6a68-c11c-43ef-b4b8-2321bc53dc87,2020,report,1.1 Eventos institucionales,Informe de vigilancia tecnológica: Blockchain,https://hdl.handle.net/20.500.12390/2270,1,Blockchain.pdf,11.8,https://repositorio.concytec.gob.pe/server/api/core/bitstreams/04405f72-14d2-ecf5-339f-021d4d981996/content,0,True
327da541-3fb1-4b70-b3cf-6c59cc23a6de,2014,conferenceObject,1.1 Eventos institucionales,Seminario para autores en Lima,https://hdl.handle.net/20.500.12390/88,1,CONCYTEC0000064.pdf,0.7,https://repositorio.concytec.gob.pe/server/api/core/bitstreams/1ca9a9b3-ab7d-99bc-47bc-d18fa6ea623b/content,0,True
053c0fd6-1167-48db-ab33-b11e8ffa4185,2018,conferenceObject,1.1 Eventos institucionales,Configuración y registro de información en el repositorio institucional,https://hdl.handle.net/20.500.12390/84,1,CONCYTEC0000060.pdf,5.7,https://repositorio.concytec.gob.pe/server/api/core/bitstreams/0141199b-da0d-4545-4644-fc2f68d6af64/content,0,True
b5cdec7c-2756-4bd6-b03b-e14d4b9cef4d,2001,book,1.2 Publicaciones institucionales,Tecnología para la seguridad digital,https://hdl.handle.net/20.500.12390/3826,0,,0.0,,0,False
4822a6f8-6208-48e5-84c1-2cd9d2749f72,2018,conferenceObject,1.1 Eventos institucionales,Conversatorio de responsables de repositorio institucional,https://hdl.handle.net/20.500.12390/90,1,CONCYTEC0000066.pdf,1.1,https://repositorio.concytec.gob.pe/server/api/core/bitstreams/57830c69-39ce-1c5f-e96a-b509c538d2a3/content,0,True
3625db61-b5f3-4e3f-bcf6-61ed50c09ca9,2018,conferenceObject,1.1 Eventos institucionales,Gestión de la información de los procesos en investigación en la UNPRG,https://hdl.handle.net/20.500.12390/42,1,CONCYTEC0000019.pdf,1.0,https://repositorio.concytec.gob.pe/server/api/core/bitstreams/331fad8f-37b8-3aee-6646-891f21f66aa9/content,0,True
43a89f5e-f4a1-469f-8cfa-e05834213432,2004,book,1.2 Publicaciones institucionales,Desentralización productiva y territorio: Referencias teórico-conceptuales relacionadas con la economía y el ordenamiento territorial,https://hdl.handle.net/20.500.12390/3743,0,,0.0,,0,False
bd741e89-6370-4778-aa1b-45e830b5125a,2017,report,1.1 Eventos institucionales,"Proyecto Binacional Fronterizo Wiñay: guía para los grupos de investigación, maestro",https://hdl.handle.net/20.500.12390/2215,1,guia_grupos_investigacion_maestro_winay.pdf,33.5,https://repositorio.concytec.gob.pe/server/api/core/bitstreams/c97708f5-8130-9cc9-c3fb-6a0a4f439edf/content,0,True
694021b2-72ef-4916-b330-fa4c57ac3833,2014,conferenceObject,1.1 Eventos institucionales,3M: una historia de innovación,https://hdl.handle.net/20.500.12390/76,1,CONCYTEC0000052.pdf,3.8,https://repositorio.concytec.gob.pe/server/api/core/bitstreams/4aab28bd-5ef5-69f5-7082-4dd34bcddc3b/content,0,True
ddda2525-8a51-4c6e-ac8f-c237df36c54a,2022,conferenceObject,1.1 Eventos institucionales,Una base de datos integral de resultados de investigación local de ciencias sociales y humanidades: una herramienta para la distribución de fondos,https://hdl.handle.net/20.500.12390/3113,1,HatumTinkuy2022_AspeslaghP_1.pdf,2.7,https://repositorio.concytec.gob.pe/server/api/core/bitstreams/02f4af1e-851a-16a9-b4d3-744675a2fbf1/content,0,True
